sweep_id,pdb_id_id,wavelength,MR_success,TFZ,LLG,PAK,mr_reso,mr_sg,mr_sg_no,RMSD,VRMS,eLLG,tncs,model_pdb,seq_ident,model_res,anomalousCC,IoverSigma,completeness,diffI,RmergeI,lowreslimit,RpimI,multiplicity,RmeasdiffI,anomalousslope,diffF,wilsonbfactor,RmeasI,highreslimit,RpimdiffI,anomalousmulti,RmergediffI,totalobservations,anomalouscompl,cchalf,totalunique
1119,248,0.9537,0.00,5.10,23.00,7.00,2.05,P22121,1018,1.10,2.10,519.90,0.00,3CV0,24.48,2.00,0.0596,7.25,99.23,1.120,0.1361,34.72,0.0697,4.62,0.1480,0.957,0.133,28.86,0.1536,2.12,0.0901,2.51,0.1164,"85,081",97.11,0.9927,"18,408"
1120,248,0.9792,0.00,5.10,23.00,7.00,2.05,P22121,1018,1.10,2.10,519.90,0.00,3CV0,24.48,2.00,0.1705,7.82,98.87,1.190,0.1321,37.24,0.0686,4.61,0.1398,1.085,0.129,31.91,0.1496,2.13,0.0857,2.51,0.1094,"83,343",96.40,0.9931,"18,066"
316,26,0.9795,1.00,27.70,"1,157.00",0.00,1.81,C121,5,0.75,0.23,"1,715.90",0.00,3TAW,65.07,1.70,0.1432,8.92,90.75,1.299,0.0839,30.81,0.0544,3.23,0.0934,0.971,0.149,18.22,0.1005,1.81,0.0640,1.70,0.0678,"91,168",86.05,0.9957,"28,255"
317,26,0.9184,1.00,27.70,"1,157.00",0.00,1.81,C121,5,0.75,0.23,"1,715.90",0.00,3TAW,65.07,1.70,0.1499,8.23,94.82,1.278,0.0819,30.80,0.0530,3.30,0.0912,0.922,0.154,18.76,0.0980,1.77,0.0623,1.73,0.0663,"104,208",90.61,0.9966,"31,614"
318,26,0.9790,1.00,27.70,"1,157.00",0.00,1.81,C121,5,0.75,0.23,"1,715.90",0.00,3TAW,65.07,1.70,0.4030,8.77,91.54,1.324,0.0783,30.81,0.0508,3.24,0.0782,0.968,0.156,18.57,0.0938,1.82,0.0535,1.71,0.0569,"91,098",87.08,0.9971,"28,078"
1099,260,0.9795,0.00,5.90,31.00,0.00,2.34,P61,169,0.89,1.18,76.50,0.00,3HE0,36.81,2.20,0.6987,18.83,100.00,1.726,0.0675,40.28,0.0260,7.70,0.0598,1.231,0.077,57.41,0.0724,2.34,0.0300,3.92,0.0517,"149,214",98.65,0.9991,"19,366"
1100,260,0.9184,0.00,5.90,31.00,0.00,2.34,P61,169,0.89,1.18,76.50,0.00,3HE0,36.81,2.20,0.7140,18.27,100.00,1.601,0.0618,40.29,0.0238,7.71,0.0550,1.187,0.075,58.65,0.0663,2.29,0.0276,3.92,0.0475,"158,999",98.69,0.9994,"20,631"
1101,260,0.9792,0.00,5.90,31.00,0.00,2.34,P61,169,0.89,1.18,76.50,0.00,3HE0,36.81,2.20,0.8603,19.15,100.00,2.139,0.0750,40.29,0.0288,7.71,0.0572,1.376,0.090,58.29,0.0804,2.36,0.0287,3.93,0.0494,"145,409",98.69,0.9991,"18,868"
791,269,0.9800,0.00,4.60,23.00,4.00,2.15,P2221,17,1.21,2.15,349.50,0.00,4EOZ,19.83,2.40,0.7499,17.35,57.43,1.965,0.0744,64.64,0.0326,4.68,0.0567,1.991,0.107,24.69,0.0815,2.15,0.0303,2.87,0.0477,"59,196",42.99,0.9972,"12,652"
792,269,0.9802,0.00,4.60,23.00,4.00,2.15,P2221,17,1.21,2.15,349.50,0.00,4EOZ,19.83,2.40,0.3884,21.03,52.25,1.437,0.0698,64.65,0.0246,6.89,0.0683,1.429,0.088,25.27,0.0744,2.20,0.0300,4.15,0.0610,"75,002",41.06,0.9980,"10,878"
127,270,0.9792,0.00,6.20,31.00,1.00,1.68,P3221,154,1.05,0.99,25.10,0.00,4GIO,18.45,1.90,0.4059,15.29,99.68,1.436,0.0516,49.42,0.0232,5.92,0.0513,1.013,0.069,37.72,0.0567,1.68,0.0285,3.14,0.0424,"186,864",99.48,0.9991,"31,579"
128,270,0.9184,0.00,6.20,31.00,1.00,1.68,P3221,154,1.05,0.99,25.10,0.00,4GIO,18.45,1.90,0.4307,14.72,100.00,1.384,0.0496,49.44,0.0223,6.03,0.0495,0.964,0.067,38.77,0.0545,1.65,0.0274,3.19,0.0410,"201,220",99.90,0.9991,"33,387"
129,270,0.9786,0.00,6.20,31.00,1.00,1.68,P3221,154,1.05,0.99,25.10,0.00,4GIO,18.45,1.90,0.4572,13.50,99.93,1.486,0.0529,49.42,0.0279,4.48,0.0513,1.012,0.082,39.36,0.0600,1.71,0.0318,2.38,0.0400,"134,622",99.65,0.9988,"30,050"
707,272,0.9794,0.00,6.30,31.00,3.00,1.89,P2122,1017,1.15,1.06,54.30,0.00,2TLX,25.85,1.65,-0.2393,4.60,97.45,1.414,0.3995,51.51,0.2315,4.53,0.4561,0.784,0.448,-9.67,0.4652,1.89,0.2875,2.42,0.3509,"250,389",93.59,0.1172,"55,237"
991,275,0.9792,0.00,7.90,40.00,1.00,1.13,P212121,19,0.91,1.42,496.90,0.00,4IPB,33.82,1.62,0.6720,12.27,97.65,1.557,0.0677,35.88,0.0294,4.75,0.0497,1.488,0.090,14.56,0.0741,1.13,0.0267,2.56,0.0415,"269,682",93.21,0.9986,"56,784"
118,276,0.9795,1.00,9.00,155.00,5.00,1.61,C2221,20,0.85,1.20,718.50,0.00,4ATM,54.43,1.78,-0.2692,10.54,58.82,0.000,0.0603,39.33,0.0321,3.42,0.0695,0.688,0.000,15.02,0.0687,1.61,0.0415,2.00,0.0552,"62,639",46.88,0.9976,"18,289"
1308,278,0.9795,1.00,30.30,743.00,1.00,1.94,P212121,19,1.03,0.48,129.30,0.00,3PC4,51.66,1.70,-0.2498,11.58,99.84,0.000,0.0831,68.06,0.0353,6.51,0.0928,0.823,0.000,29.04,0.0904,1.94,0.0495,3.39,0.0781,"666,140",99.59,0.9971,"102,398"
1193,279,0.9795,0.00,4.90,16.00,6.00,2.27,P3221,154,0.98,1.99,385.50,0.00,3RQI,22.40,1.70,0.2372,11.51,99.57,1.278,0.0655,42.91,0.0334,4.69,0.0693,0.853,0.114,38.11,0.0738,2.27,0.0417,2.53,0.0550,"36,620",98.72,0.9987,"7,812"
1194,279,0.9184,0.00,4.90,16.00,6.00,2.27,P3221,154,0.98,1.99,385.50,0.00,3RQI,22.40,1.70,0.3196,11.27,99.42,1.325,0.0765,42.91,0.0387,4.74,0.0810,0.862,0.127,36.94,0.0861,2.33,0.0485,2.56,0.0643,"34,239",98.92,0.9985,"7,221"
1195,279,0.9789,0.00,4.90,16.00,6.00,2.27,P3221,154,0.98,1.99,385.50,0.00,3RQI,22.40,1.70,0.4396,11.72,99.25,1.416,0.0812,42.97,0.0415,4.65,0.0823,0.896,0.137,35.18,0.0915,2.43,0.0495,2.52,0.0652,"29,636",98.48,0.9982,"6,380"
482,28,0.9798,1.00,11.80,92.00,0.00,1.50,P43212,96,0.91,0.70,62.50,0.00,3M7A,33.33,1.22,0.8845,12.93,98.93,2.670,0.1100,39.88,0.0529,4.81,0.0704,1.701,0.163,14.77,0.1225,1.50,0.0416,2.59,0.0562,"243,886",96.95,0.9960,"50,697"
483,28,0.9116,1.00,11.80,92.00,0.00,1.50,P43212,96,0.91,0.70,62.50,0.00,3M7A,33.33,1.22,0.6594,12.36,98.78,1.630,0.0694,38.75,0.0336,4.84,0.0615,1.185,0.107,15.19,0.0774,1.45,0.0363,2.61,0.0491,"270,335",96.27,0.9986,"55,903"
484,28,0.9796,1.00,11.80,92.00,0.00,1.50,P43212,96,0.91,0.70,62.50,0.00,3M7A,33.33,1.22,0.8148,13.07,98.86,1.992,0.0847,39.90,0.0410,4.82,0.0639,1.407,0.132,14.84,0.0945,1.53,0.0380,2.60,0.0508,"230,346",96.79,0.9980,"47,803"
797,284,0.9800,1.00,14.10,115.00,8.00,1.95,P4122,91,1.05,1.49,560.40,0.00,2X4F,41.99,2.67,-0.1847,12.08,96.22,0.000,0.0915,41.49,0.0377,6.58,0.0997,0.694,0.000,36.86,0.0992,1.95,0.0514,3.56,0.0850,"196,271",93.86,0.9986,"29,835"
611,291,0.9793,0.00,6.10,20.00,7.00,2.08,P22121,1018,1.30,2.27,375.70,0.00,5KEI,26.77,2.33,0.3184,8.46,99.96,1.353,0.1499,63.99,0.0637,6.10,0.1525,1.016,0.136,31.53,0.1632,2.08,0.0814,3.23,0.1285,"203,627",99.79,0.9953,"33,382"
469,292,0.9795,1.00,11.20,95.00,4.00,1.78,P3121,152,0.94,1.49,846.10,0.00,5CM7,45.21,1.55,0.8502,11.01,97.18,1.811,0.0854,37.08,0.0343,6.93,0.0619,1.062,0.107,36.48,0.0922,1.78,0.0316,3.71,0.0531,"218,902",96.47,0.9981,"31,594"
470,292,0.9116,1.00,11.20,95.00,4.00,1.78,P3121,152,0.94,1.49,846.10,0.00,5CM7,45.21,1.55,0.5785,13.15,99.28,1.340,0.0782,31.67,0.0225,10.66,0.0755,0.852,0.068,37.19,0.0815,1.71,0.0282,5.68,0.0699,"387,006",98.95,0.9991,"36,308"
471,292,0.9794,1.00,11.20,95.00,4.00,1.78,P3121,152,0.94,1.49,846.10,0.00,5CM7,45.21,1.55,0.7363,10.88,97.69,1.414,0.0753,37.14,0.0304,6.95,0.0627,0.927,0.090,36.76,0.0814,1.79,0.0321,3.72,0.0537,"217,247",97.07,0.9985,"31,239"
1019,296,0.9795,1.00,21.40,469.00,3.00,1.41,P1211,4,0.79,0.56,384.80,0.00,4IQY,54.70,1.55,-0.0096,13.94,59.14,0.000,0.0606,45.89,0.0289,4.72,0.0661,0.897,0.000,14.46,0.0676,1.41,0.0371,2.71,0.0542,"236,158",45.18,0.9969,"50,067"
769,297,0.9792,0.00,8.70,46.00,1.00,1.80,P43212,96,1.18,1.50,137.60,0.00,3SGH,30.56,1.70,0.2131,8.27,83.85,1.397,0.1562,65.69,0.0605,7.25,0.1581,1.040,0.193,14.93,0.1686,1.80,0.0755,3.80,0.1376,"1,175,073",81.81,0.9899,"162,123"
1217,299,0.9763,1.00,23.30,271.00,0.00,1.85,P6522,179,0.99,0.69,92.70,0.00,1RW8,40.54,2.40,-0.0645,17.34,100.00,0.000,0.0979,70.39,0.0241,17.14,0.1011,0.890,0.000,28.27,0.1009,1.85,0.0332,9.14,0.0954,"1,107,633",99.86,0.9995,"64,613"
843,300,0.9792,1.00,12.40,118.00,0.00,2.46,P43212,96,1.09,1.16,193.30,0.00,5B3P,29.27,1.65,0.0301,15.47,100.00,1.178,0.0576,44.31,0.0225,6.98,0.0614,0.895,0.081,63.78,0.0621,2.46,0.0294,3.86,0.0534,"76,088",99.94,0.9993,"10,901"
844,300,0.9184,1.00,12.40,118.00,0.00,2.46,P43212,96,1.09,1.16,193.30,0.00,5B3P,29.27,1.65,0.0075,15.18,100.00,1.234,0.0617,44.34,0.0240,6.98,0.0659,0.897,0.087,63.43,0.0665,2.45,0.0314,3.86,0.0574,"76,961",99.96,0.9993,"11,023"
845,300,0.9787,1.00,12.40,118.00,0.00,2.46,P43212,96,1.09,1.16,193.30,0.00,5B3P,29.27,1.65,-0.0430,15.57,100.00,1.209,0.0597,38.33,0.0233,6.97,0.0636,0.926,0.087,63.39,0.0644,2.48,0.0304,3.86,0.0554,"74,090",99.98,0.9993,"10,626"
887,310,0.9796,0.00,6.40,47.00,1.00,1.19,C121,5,0.98,0.97,60.40,0.00,6G8R,16.33,2.74,0.3042,11.60,94.60,0.933,0.0480,55.36,0.0200,6.67,0.0482,0.795,0.068,12.64,0.0521,1.19,0.0257,3.40,0.0405,"935,257",94.43,0.9994,"140,187"
888,310,1.2828,0.00,6.40,47.00,1.00,1.19,C121,5,0.98,0.97,60.40,0.00,6G8R,16.33,2.74,0.3655,15.97,87.12,1.519,0.0792,55.42,0.0340,6.23,0.0763,1.381,0.091,12.55,0.0864,1.38,0.0415,3.20,0.0637,"517,522",86.14,0.9979,"83,064"
1112,311,0.9789,1.00,11.60,116.00,2.00,1.63,P3221,154,0.74,1.10,664.20,0.00,5BYP,55.65,2.60,-0.2774,11.91,99.76,0.936,0.0639,42.30,0.0277,6.11,0.0721,0.770,0.083,26.35,0.0699,1.63,0.0388,3.29,0.0605,"85,607",99.23,0.9992,"14,001"
1113,311,0.9184,1.00,11.60,116.00,2.00,1.63,P3221,154,0.74,1.10,664.20,0.00,5BYP,55.65,2.60,-0.4485,12.24,99.76,0.880,0.0606,42.30,0.0263,6.12,0.0686,0.747,0.079,26.30,0.0662,1.64,0.0368,3.29,0.0576,"84,115",99.27,0.9993,"13,748"
1114,311,0.9796,1.00,11.60,116.00,2.00,1.63,P3221,154,0.74,1.10,664.20,0.00,5BYP,55.65,2.60,-0.3738,12.60,99.82,1.001,0.0699,39.22,0.0289,6.63,0.0780,0.785,0.090,26.59,0.0759,1.70,0.0402,3.58,0.0665,"82,145",99.52,0.9991,"12,386"
87,313,0.9794,1.00,45.40,"2,041.00",0.00,1.60,P212121,19,0.61,0.63,734.30,0.00,3AVR,93.01,1.80,0.0321,13.05,99.85,0.000,0.0596,59.60,0.0255,6.37,0.0641,0.924,0.000,23.99,0.0650,1.60,0.0342,3.31,0.0539,"1,001,599",99.10,0.9950,"157,207"
229,318,0.9763,0.00,7.30,36.00,1.00,2.34,P6522,179,1.01,1.69,309.50,0.00,1ZC3,23.36,2.00,-0.1155,15.10,100.00,0.861,0.0878,48.15,0.0212,15.51,0.0909,0.854,0.058,68.52,0.0904,2.34,0.0277,8.97,0.0865,"159,992",99.05,0.9994,"10,318"
309,32,0.9793,1.00,18.20,221.00,1.00,1.30,P212121,19,0.89,0.68,269.40,0.00,2PE8,37.86,2.00,0.2888,7.88,100.00,1.519,0.1566,34.35,0.0530,8.17,0.1563,0.926,0.132,10.03,0.1656,1.30,0.0682,4.33,0.1402,"246,543",99.78,0.9957,"30,164"
310,32,1.0000,1.00,18.20,221.00,1.00,1.30,P212121,19,0.89,0.68,269.40,0.00,2PE8,37.86,2.00,-0.0791,8.48,100.00,1.040,0.1159,34.35,0.0472,6.95,0.1258,0.612,0.115,13.13,0.1253,1.60,0.0650,3.73,0.1075,"113,994",99.89,0.9970,"16,395"
751,324,0.9763,1.00,46.40,"3,260.00",0.00,1.29,C222,21,0.49,0.07,"1,921.00",0.00,4WIL,86.54,1.36,-0.1959,11.47,99.89,0.000,0.0518,47.01,0.0228,5.81,0.0576,0.827,0.000,17.22,0.0568,1.29,0.0309,3.07,0.0483,"174,014",98.11,0.9991,"29,947"
357,328,0.9763,1.00,32.80,763.00,0.00,2.10,F432,209,1.14,1.08,867.80,0.00,4EME,34.42,2.60,-0.1485,12.86,100.00,0.000,0.2135,56.38,0.0390,30.67,0.2180,0.826,0.000,28.04,0.2171,2.10,0.0535,16.46,0.2112,"1,151,674",100.00,0.9981,"37,548"
855,329,0.9795,1.00,18.10,282.00,5.00,1.63,P212121,19,0.63,1.16,"3,654.70",0.00,4J8F,86.23,2.70,0.2005,8.24,99.42,1.224,0.0832,38.60,0.0460,3.82,0.0907,0.946,0.131,18.75,0.0959,1.63,0.0546,2.03,0.0718,"187,330",97.04,0.9961,"49,055"
856,329,0.9184,1.00,18.10,282.00,5.00,1.63,P212121,19,0.63,1.16,"3,654.70",0.00,4J8F,86.23,2.70,0.0392,8.14,99.36,1.197,0.0825,38.62,0.0455,3.84,0.0931,0.883,0.135,18.70,0.0950,1.65,0.0561,2.04,0.0737,"181,383",97.21,0.9965,"47,265"
857,329,0.9793,1.00,18.10,282.00,5.00,1.63,P212121,19,0.63,1.16,"3,654.70",0.00,4J8F,86.23,2.70,0.2123,8.34,99.28,1.262,0.0867,38.62,0.0479,3.84,0.0937,0.924,0.146,19.36,0.0999,1.71,0.0563,2.04,0.0742,"163,332",97.18,0.9962,"42,542"
214,33,0.9793,0.00,5.60,78.00,2.00,1.99,I212121,24,1.19,1.47,194.50,0.00,4CP6,25.80,1.34,-0.0508,8.13,96.71,1.368,0.0777,38.92,0.0487,3.29,0.0886,0.792,0.159,24.99,0.0921,1.99,0.0600,1.79,0.0649,"154,553",88.27,0.9962,"46,916"
215,33,0.9184,0.00,5.60,78.00,2.00,1.99,I212121,24,1.19,1.47,194.50,0.00,4CP6,25.80,1.34,-0.0431,7.96,96.59,1.400,0.0859,43.62,0.0537,3.32,0.0982,0.805,0.170,24.02,0.1018,2.04,0.0665,1.80,0.0719,"144,371",88.62,0.9961,"43,550"
216,33,0.9786,0.00,5.60,78.00,2.00,1.99,I212121,24,1.19,1.47,194.50,0.00,4CP6,25.80,1.34,0.0537,8.78,98.00,1.427,0.0888,38.99,0.0512,3.79,0.0979,0.828,0.165,24.47,0.1030,2.06,0.0640,2.03,0.0736,"162,318",92.39,0.9962,"42,783"
321,330,0.9762,1.00,14.60,"1,107.00",2.00,1.88,P22121,1018,0.73,0.76,245.30,1.00,1RW8,65.99,2.40,-0.1066,9.09,99.42,0.000,0.1428,48.77,0.0524,7.98,0.1525,0.814,0.000,18.94,0.1525,1.88,0.0713,4.20,0.1341,"455,929",98.76,0.9962,"57,141"
1022,336,0.9793,0.00,3.80,44.00,9.00,2.54,P212121,19,1.16,1.65,57.30,1.00,4JG5,23.30,2.34,0.1757,5.95,99.17,2.074,0.1773,62.97,0.0926,4.72,0.1846,0.921,0.291,47.40,0.2011,2.54,0.1118,2.53,0.1456,"120,962",97.33,0.9355,"25,651"
1023,336,0.9537,0.00,3.80,44.00,9.00,2.54,P212121,19,1.16,1.65,57.30,1.00,4JG5,23.30,2.34,0.0194,6.60,98.08,1.967,0.1986,63.03,0.1247,3.46,0.2182,1.108,0.294,27.58,0.2364,3.17,0.1401,1.90,0.1657,"45,923",93.69,0.9244,"13,270"
1208,337,0.9795,1.00,38.30,"1,352.00",3.00,1.85,P3221,154,0.57,0.10,"1,731.10",0.00,1A25,75.00,2.70,0.4193,16.81,100.00,1.281,0.0567,44.39,0.0229,7.08,0.0568,0.972,0.070,33.18,0.0613,1.85,0.0289,3.79,0.0487,"108,703",99.87,0.9994,"15,351"
1209,337,0.9464,1.00,38.30,"1,352.00",3.00,1.85,P3221,154,0.57,0.10,"1,731.10",0.00,1A25,75.00,2.70,0.3348,17.08,100.00,1.205,0.0557,44.40,0.0226,7.07,0.0570,0.965,0.069,33.52,0.0602,1.87,0.0290,3.79,0.0489,"105,237",99.85,0.9995,"14,877"
1210,337,0.9793,1.00,38.30,"1,352.00",3.00,1.85,P3221,154,0.57,0.10,"1,731.10",0.00,1A25,75.00,2.70,0.6172,20.11,99.95,1.496,0.0736,44.39,0.0236,10.61,0.0705,1.041,0.076,33.15,0.0773,1.91,0.0295,5.69,0.0640,"148,412",99.81,0.9996,"13,989"
1006,338,1.0121,1.00,14.90,142.00,0.00,1.55,P6522,179,0.97,0.80,119.50,0.00,5FFV,29.31,1.30,-0.2649,13.93,96.43,0.000,0.0651,61.92,0.0251,7.24,0.0717,0.549,0.000,12.87,0.0699,1.55,0.0347,3.92,0.0625,"270,612",95.22,0.9968,"37,358"
556,340,0.9794,0.00,5.80,26.00,5.00,2.14,P4122,91,1.25,1.58,91.90,0.00,2TLX,20.73,1.65,0.0216,12.06,99.17,1.601,0.1306,40.56,0.0444,9.27,0.1370,0.918,0.155,28.46,0.1382,2.14,0.0606,4.94,0.1226,"365,087",99.16,0.9978,"39,396"
557,340,0.9184,0.00,5.80,26.00,5.00,2.14,P4122,91,1.25,1.58,91.90,0.00,2TLX,20.73,1.65,0.0894,11.83,99.22,1.659,0.1538,37.42,0.0522,9.31,0.1599,0.982,0.169,24.13,0.1627,2.25,0.0705,4.98,0.1431,"316,732",99.20,0.9967,"34,005"
558,340,0.9790,0.00,5.80,26.00,5.00,2.14,P4122,91,1.25,1.58,91.90,0.00,2TLX,20.73,1.65,0.2035,12.01,99.28,1.697,0.1440,40.60,0.0488,9.32,0.1474,1.008,0.165,24.53,0.1523,2.18,0.0651,4.97,0.1319,"348,463",99.28,0.9975,"37,395"
182,342,0.9795,1.00,35.10,920.00,2.00,1.46,I422,97,0.97,0.91,"1,230.50",0.00,3WQC,44.53,1.50,0.4620,10.46,99.98,1.607,0.1412,47.16,0.0557,7.33,0.1375,1.150,0.166,7.77,0.1521,1.46,0.0697,3.81,0.1177,"668,195",99.98,0.9969,"91,138"
183,342,0.9184,1.00,35.10,920.00,2.00,1.46,I422,97,0.97,0.91,"1,230.50",0.00,3WQC,44.53,1.50,0.2314,10.19,99.96,1.431,0.1305,38.75,0.0515,7.36,0.1350,0.996,0.156,7.88,0.1406,1.43,0.0684,3.82,0.1157,"713,266",99.97,0.9976,"96,929"
184,342,0.9793,1.00,35.10,920.00,2.00,1.46,I422,97,0.97,0.91,"1,230.50",0.00,3WQC,44.53,1.50,0.3418,10.51,99.99,1.513,0.1419,47.16,0.0561,7.34,0.1421,1.080,0.168,7.67,0.1529,1.50,0.0722,3.82,0.1217,"617,513",99.99,0.9969,"84,137"
104,345,0.9794,0.00,2.70,5.00,8.00,1.22,P21221,2018,1.11,2.43,504.60,0.00,5MZH,17.83,2.40,0.2305,9.64,93.98,1.153,0.0875,40.69,0.0467,4.30,0.0925,0.876,0.128,6.06,0.0996,1.22,0.0587,2.26,0.0710,"378,525",92.16,0.9981,"88,001"
105,345,0.9184,0.00,2.70,5.00,8.00,1.22,P21221,2018,1.11,2.43,504.60,0.00,5MZH,17.83,2.40,0.2038,9.14,98.89,1.148,0.0932,40.68,0.0492,4.46,0.0999,0.857,0.133,6.06,0.1058,1.22,0.0634,2.33,0.0768,"413,264",98.17,0.9979,"92,601"
106,345,0.9789,0.00,2.70,5.00,8.00,1.22,P21221,2018,1.11,2.43,504.60,0.00,5MZH,17.83,2.40,0.3300,9.67,95.72,1.231,0.0947,40.70,0.0504,4.34,0.0972,0.918,0.135,6.01,0.1076,1.24,0.0616,2.28,0.0746,"370,937",94.25,0.9978,"85,436"
1013,350,0.9787,0.00,4.90,32.00,2.00,1.46,H3,146,0.97,1.46,287.30,0.00,1JX7,18.26,2.80,0.2585,10.00,96.36,1.025,0.0600,35.32,0.0436,2.62,0.0726,1.005,0.094,14.36,0.0744,1.46,0.0509,1.41,0.0517,"71,472",82.37,0.9961,"27,314"
1014,350,0.9184,0.00,4.90,32.00,2.00,1.46,H3,146,0.97,1.46,287.30,0.00,1JX7,18.26,2.80,0.5992,9.80,98.84,0.960,0.0508,20.62,0.0370,2.74,0.0496,0.980,0.086,14.20,0.0631,1.41,0.0347,1.44,0.0354,"85,142",88.61,0.9977,"31,112"
1015,350,0.9783,0.00,4.90,32.00,2.00,1.46,H3,146,0.97,1.46,287.30,0.00,1JX7,18.26,2.80,0.5102,9.98,98.75,1.266,0.0730,26.92,0.0536,2.70,0.0722,1.157,0.112,14.28,0.0910,1.50,0.0506,1.43,0.0515,"69,887",87.93,0.9945,"25,840"
703,355,0.9783,0.00,5.40,95.00,10.00,1.54,P212121,19,1.15,1.57,57.20,1.00,2TLX,21.24,1.65,0.7291,10.56,98.81,1.736,0.0713,53.73,0.0358,4.75,0.0646,0.817,0.122,22.67,0.0801,1.54,0.0386,2.49,0.0514,"495,752",96.83,0.9989,"104,361"
704,355,0.9790,0.00,5.40,95.00,10.00,1.54,P212121,19,1.15,1.57,57.20,1.00,2TLX,21.24,1.65,0.4214,10.55,98.93,1.521,0.0649,53.75,0.0326,4.78,0.0668,0.749,0.118,23.10,0.0730,1.55,0.0399,2.51,0.0531,"489,777",97.11,0.9993,"102,531"
1240,36,0.9794,0.00,3.50,17.00,7.00,1.74,P1211,4,1.02,1.87,305.50,0.00,4E6F,20.12,1.49,-0.2381,6.43,89.26,1.305,0.0907,41.16,0.0644,2.81,0.1158,0.804,0.178,16.52,0.1117,1.74,0.0815,1.55,0.0822,"43,242",75.18,0.9943,"15,384"
1241,36,0.9184,0.00,3.50,17.00,7.00,1.74,P1211,4,1.02,1.87,305.50,0.00,4E6F,20.12,1.49,-0.2039,6.22,89.45,1.382,0.0970,82.30,0.0683,2.83,0.1250,0.766,0.193,16.71,0.1192,1.81,0.0880,1.54,0.0887,"38,750",77.54,0.9925,"13,697"
1242,36,0.9790,0.00,3.50,17.00,7.00,1.74,P1211,4,1.02,1.87,305.50,0.00,4E6F,20.12,1.49,-0.0473,6.51,89.45,1.364,0.0948,82.36,0.0670,2.82,0.1175,0.786,0.195,18.82,0.1166,1.86,0.0827,1.54,0.0834,"35,734",76.78,0.9943,"12,674"
253,364,0.9795,0.00,3.40,6.00,9.00,1.44,P41212,92,0.96,2.36,682.60,0.00,2XB0,30.05,2.00,-0.0878,19.45,100.00,0.000,0.0537,56.13,0.0129,16.11,0.0556,0.863,0.000,24.57,0.0553,1.44,0.0175,8.60,0.0527,"754,424",100.00,0.9997,"46,824"
142,365,1.0121,1.00,25.40,677.00,0.00,1.45,P212121,19,0.61,0.38,"1,024.80",0.00,2WP2,73.33,2.37,0.0424,11.70,64.49,0.000,0.0827,35.55,0.0347,5.35,0.0902,0.965,0.000,15.93,0.0901,1.45,0.0462,3.07,0.0768,"80,810",54.21,0.9954,"15,112"
95,371,1.5418,1.00,17.50,188.00,1.00,2.73,P41212,92,0.75,1.33,"1,210.80",0.00,3PLZ,59.59,1.75,0.1523,17.78,99.81,0.000,0.0552,52.90,0.0196,8.85,0.0589,0.942,0.000,68.48,0.0587,2.73,0.0260,4.89,0.0527,"97,625",99.72,0.9994,"11,036"
543,373,0.9200,1.00,31.30,941.00,1.00,1.86,P212121,19,0.63,0.86,"3,091.90",0.00,1YRP,81.65,3.10,-0.1599,10.71,99.93,0.000,0.0862,110.24,0.0365,6.48,0.0951,0.867,0.000,26.00,0.0938,1.86,0.0502,3.43,0.0805,"237,811",99.48,0.9972,"36,701"
1082,379,0.9795,1.00,14.00,139.00,0.00,1.74,P212121,19,1.06,0.97,120.30,0.00,3KEZ,37.53,1.90,0.1736,5.96,97.14,1.295,0.1319,39.42,0.0793,3.44,0.1412,1.001,0.185,22.45,0.1546,1.74,0.0928,1.87,0.1058,"358,723",89.13,0.9913,"104,217"
1083,379,0.9184,1.00,14.00,139.00,0.00,1.74,P212121,19,1.06,0.97,120.30,0.00,3KEZ,37.53,1.90,-0.1086,5.78,99.40,1.249,0.1308,39.19,0.0785,3.61,0.1485,0.874,0.186,20.47,0.1532,1.72,0.0975,1.91,0.1113,"397,993",96.72,0.9920,"110,329"
1084,379,0.9793,1.00,14.00,139.00,0.00,1.74,P212121,19,1.06,0.97,120.30,0.00,3KEZ,37.53,1.90,0.0822,5.94,98.46,1.276,0.1349,39.45,0.0812,3.51,0.1477,0.961,0.188,20.78,0.1582,1.78,0.0969,1.89,0.1107,"346,675",92.75,0.9911,"98,704"
112,385,0.9763,1.00,12.90,136.00,2.00,1.42,P212121,19,1.01,1.00,162.40,0.00,1J6O,31.20,1.80,-0.1605,29.33,48.27,0.000,0.0262,28.55,0.0154,3.45,0.0313,0.853,0.000,8.92,0.0305,1.39,0.0209,1.96,0.0232,"103,371",40.89,0.9993,"29,921"
268,395,0.9795,0.00,6.80,55.00,3.00,1.69,C121,5,1.22,2.05,587.30,0.00,3KEZ,27.40,1.90,-0.3338,5.77,96.55,0.868,0.1218,37.23,0.0743,3.51,0.1458,0.883,0.135,15.36,0.1430,1.69,0.1001,1.85,0.1057,"241,088",91.69,0.9896,"68,609"
269,395,0.9184,0.00,6.80,55.00,3.00,1.69,C121,5,1.22,2.05,587.30,0.00,3KEZ,27.40,1.90,-0.5517,5.59,99.13,0.800,0.1215,37.23,0.0734,3.65,0.1522,0.790,0.132,15.59,0.1422,1.66,0.1046,1.90,0.1101,"271,566",96.36,0.9900,"74,309"
